iteration,max return,median return,avg return,min return,std return,avg rollout len,num total samples,explained var critic,loss improv critic,avg grad norm critic,loss after,KL(old_new),avg expl strat std,expl strat entropy,avg grad norm policy
101,3371.4012,3165.5088,2613.8141,855.7591,786.3897,796.0769,2055887,0.8669999837875366,39.90999984741211,1.0,-2.8236000537872314,0.0017000000225380063,0.22120000422000885,-3.1552000045776367,1.0
102,3401.3308,3202.1964,3088.7454,2038.5615,308.2649,943.6818,2076648,0.7638999819755554,36.112300872802734,1.0,-2.74399995803833,0.0013000000035390258,0.2207999974489212,-3.1626999378204346,1.0
103,3306.1257,3203.7939,2847.4469,907.6963,717.1698,873.8696,2096747,0.7045999765396118,87.42310333251953,1.0,-1.3818000555038452,0.0017999999690800905,0.2190999984741211,-3.188499927520752,1.0
104,3333.5609,3184.1036,2772.0655,1195.513,751.4613,844.0417,2117004,0.8203999996185303,63.086700439453125,1.0,-2.1034998893737793,0.0017000000225380063,0.21850000321865082,-3.197200059890747,1.0
105,3267.409,3202.993,3048.1426,1685.1926,389.0404,941.5,2137717,0.644599974155426,60.11159896850586,1.0,-1.0649000406265259,0.00139999995008111,0.21969999372959137,-3.1828999519348145,1.0
106,3319.0893,3214.6182,2802.7379,1520.2464,641.9038,857.4167,2158295,0.730400025844574,52.17020034790039,1.0,-1.170699954032898,0.0013000000035390258,0.21879999339580536,-3.1958000659942627,1.0
107,3296.686,3196.9615,2800.6344,1232.339,634.413,852.9583,2178766,0.8251000046730042,79.71790313720703,1.0,-1.9009000062942505,0.002199999988079071,0.21709999442100525,-3.2195000648498535,1.0
108,3279.1092,3190.064,2835.4325,1480.5284,615.6013,874.9583,2199765,0.7663000226020813,61.67959976196289,1.0,-0.6470999717712402,0.0015999999595806003,0.21699999272823334,-3.222399950027466,1.0
109,3309.3613,3168.1262,2925.1719,1511.299,490.3074,903.3043,2220541,0.6833999752998352,77.00540161132812,1.0,-0.32010000944137573,0.00139999995008111,0.2167000025510788,-3.2248001098632812,1.0
110,3419.9847,3202.0127,2660.8674,985.9579,841.5137,811.4,2240826,0.7936999797821045,51.150299072265625,1.0,-0.8978000283241272,0.0015999999595806003,0.21619999408721924,-3.2358999252319336,1.0
111,3390.9841,3219.2071,2962.4579,1361.763,517.2764,896.7391,2261451,0.7936000227928162,28.020000457763672,1.0,-1.7023999691009521,0.001500000013038516,0.2150000035762787,-3.2571001052856445,1.0
112,3371.0216,3242.465,2981.6831,1221.3185,631.0614,909.1364,2281452,0.6951000094413757,73.99610137939453,1.0,-0.7354000210762024,0.0017000000225380063,0.21490000188350677,-3.2588999271392822,1.0
113,3360.2992,3104.4474,2653.5707,1334.2366,701.4134,807.44,2301638,0.8654999732971191,92.4009017944336,1.0,-0.939300000667572,0.001500000013038516,0.2134999930858612,-3.27810001373291,1.0
114,3447.6223,3253.0284,2971.2702,1632.8123,560.8935,896.4348,2322256,0.7989000082015991,46.77360153198242,1.0,-1.618899941444397,0.0019000000320374966,0.2117999941110611,-3.3017001152038574,1.0
115,3396.9261,3160.3561,2829.5729,1376.2007,591.8245,848.8333,2342628,0.8996000289916992,59.32619857788086,1.0,-2.3299999237060547,0.00139999995008111,0.21119999885559082,-3.3125998973846436,1.0
116,3377.2236,3217.0289,2883.2056,1418.4078,631.757,870.6957,2362654,0.7728000283241272,60.37229919433594,1.0,-0.6798999905586243,0.0017999999690800905,0.21080000698566437,-3.316999912261963,1.0
117,3366.6596,3111.9235,2829.2211,1421.1323,568.4267,850.1667,2383058,0.8464999794960022,52.6338005065918,1.0,-1.4793000221252441,0.00139999995008111,0.21080000698566437,-3.31850004196167,1.0
118,3325.3109,3217.5588,2803.0609,1573.3387,585.9277,847.375,2403395,0.8346999883651733,46.607200622558594,1.0,-0.7746000289916992,0.0017999999690800905,0.2084999978542328,-3.350100040435791,1.0
119,3345.1997,2685.1158,2590.0646,999.9925,720.9763,777.0385,2423598,0.8695999979972839,37.69580078125,1.0,-1.0197999477386475,0.003100000089034438,0.20640000700950623,-3.384999990463257,1.0
120,3369.9089,3249.4257,2987.9339,1827.7531,504.0808,905.4348,2444423,0.6697999835014343,52.961700439453125,1.0,0.10809999704360962,0.002099999925121665,0.20679999887943268,-3.375499963760376,1.0
121,3359.536,3186.1856,2869.1371,1174.5509,651.4607,872.625,2465366,0.7631000280380249,78.37210083007812,1.0,-0.148499995470047,0.0015999999595806003,0.20600000023841858,-3.3835999965667725,1.0
122,3348.6338,3246.6547,2980.8788,1464.7294,537.7298,903.2609,2486141,0.7480000257492065,63.067100524902344,1.0,-0.26339998841285706,0.0017000000225380063,0.20499999821186066,-3.3989999294281006,1.0
